state,job_category,skill_level,min_wage_day,min_wage_month,max_hours_day,max_hours_week,overtime_multiplier,weekly_off,vda,last_updated
Gujarat,Data Entry Operator,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Rajasthan,Data Entry Operator,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Delhi,Data Entry Operator,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
West Bengal,Data Entry Operator,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Receptionist,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Karnataka,Receptionist,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Kerala,Receptionist,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Telangana,Receptionist,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Maharashtra,Receptionist,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Receptionist,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Gujarat,Receptionist,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Rajasthan,Receptionist,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Delhi,Receptionist,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
West Bengal,Receptionist,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Cook,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Karnataka,Cook,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Kerala,Cook,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Telangana,Cook,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Maharashtra,Cook,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Cook,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
Gujarat,Cook,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Rajasthan,Cook,Highly Skilled,1125,29250,8,48,2,1 day/week,Yes,2026
Delhi,Cook,Highly Skilled,1135,29510,8,48,2,1 day/week,Yes,2026
West Bengal,Cook,Highly Skilled,1145,29770,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Construction Labourer,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Karnataka,Construction Labourer,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Kerala,Construction Labourer,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Telangana,Construction Labourer,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Maharashtra,Construction Labourer,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Construction Labourer,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
Gujarat,Construction Labourer,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Rajasthan,Construction Labourer,Highly Skilled,1140,29640,8,48,2,1 day/week,Yes,2026
Delhi,Construction Labourer,Highly Skilled,1150,29900,8,48,2,1 day/week,Yes,2026
West Bengal,Construction Labourer,Highly Skilled,1160,30160,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Helper,Highly Skilled,980,25480,8,48,2,1 day/week,Yes,2026
Karnataka,Helper,Highly Skilled,990,25740,8,48,2,1 day/week,Yes,2026
Kerala,Helper,Highly Skilled,1000,26000,8,48,2,1 day/week,Yes,2026
Telangana,Helper,Highly Skilled,1010,26260,8,48,2,1 day/week,Yes,2026
Maharashtra,Helper,Highly Skilled,1020,26520,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Helper,Highly Skilled,1030,26780,8,48,2,1 day/week,Yes,2026
Gujarat,Helper,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Rajasthan,Helper,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Delhi,Helper,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
West Bengal,Helper,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Mason,Highly Skilled,995,25870,8,48,2,1 day/week,Yes,2026
Karnataka,Mason,Highly Skilled,1005,26130,8,48,2,1 day/week,Yes,2026
Kerala,Mason,Highly Skilled,1015,26390,8,48,2,1 day/week,Yes,2026
Telangana,Mason,Highly Skilled,1025,26650,8,48,2,1 day/week,Yes,2026
Maharashtra,Mason,Highly Skilled,1035,26910,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Mason,Highly Skilled,1045,27170,8,48,2,1 day/week,Yes,2026
Gujarat,Mason,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Rajasthan,Mason,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Delhi,Mason,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
West Bengal,Mason,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Painter,Highly Skilled,1010,26260,8,48,2,1 day/week,Yes,2026
Karnataka,Painter,Highly Skilled,1020,26520,8,48,2,1 day/week,Yes,2026
Kerala,Painter,Highly Skilled,1030,26780,8,48,2,1 day/week,Yes,2026
Telangana,Painter,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Maharashtra,Painter,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Painter,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Gujarat,Painter,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Rajasthan,Painter,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Delhi,Painter,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
West Bengal,Painter,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Machine Operator,Highly Skilled,1025,26650,8,48,2,1 day/week,Yes,2026
Karnataka,Machine Operator,Highly Skilled,1035,26910,8,48,2,1 day/week,Yes,2026
Kerala,Machine Operator,Highly Skilled,1045,27170,8,48,2,1 day/week,Yes,2026
Telangana,Machine Operator,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Maharashtra,Machine Operator,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Machine Operator,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Gujarat,Machine Operator,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Rajasthan,Machine Operator,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Delhi,Machine Operator,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
West Bengal,Machine Operator,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Delivery Executive,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Karnataka,Delivery Executive,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Kerala,Delivery Executive,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Telangana,Delivery Executive,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Maharashtra,Delivery Executive,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Delivery Executive,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Gujarat,Delivery Executive,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Rajasthan,Delivery Executive,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Delhi,Delivery Executive,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
West Bengal,Delivery Executive,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Hospital Attendant,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Karnataka,Hospital Attendant,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Kerala,Hospital Attendant,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Telangana,Hospital Attendant,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Maharashtra,Hospital Attendant,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Hospital Attendant,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
Gujarat,Hospital Attendant,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Rajasthan,Hospital Attendant,Highly Skilled,1125,29250,8,48,2,1 day/week,Yes,2026
Delhi,Hospital Attendant,Highly Skilled,1135,29510,8,48,2,1 day/week,Yes,2026
West Bengal,Hospital Attendant,Highly Skilled,1145,29770,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Warehouse Worker,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Karnataka,Warehouse Worker,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Kerala,Warehouse Worker,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Telangana,Warehouse Worker,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Maharashtra,Warehouse Worker,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Warehouse Worker,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
Gujarat,Warehouse Worker,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Rajasthan,Warehouse Worker,Highly Skilled,1140,29640,8,48,2,1 day/week,Yes,2026
Delhi,Warehouse Worker,Highly Skilled,1150,29900,8,48,2,1 day/week,Yes,2026
West Bengal,Warehouse Worker,Highly Skilled,1160,30160,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Packer,Highly Skilled,980,25480,8,48,2,1 day/week,Yes,2026
Karnataka,Packer,Highly Skilled,990,25740,8,48,2,1 day/week,Yes,2026
Kerala,Packer,Highly Skilled,1000,26000,8,48,2,1 day/week,Yes,2026
Telangana,Packer,Highly Skilled,1010,26260,8,48,2,1 day/week,Yes,2026
Maharashtra,Packer,Highly Skilled,1020,26520,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Packer,Highly Skilled,1030,26780,8,48,2,1 day/week,Yes,2026
Gujarat,Packer,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Rajasthan,Packer,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Delhi,Packer,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
West Bengal,Packer,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Gardener,Highly Skilled,995,25870,8,48,2,1 day/week,Yes,2026
Karnataka,Gardener,Highly Skilled,1005,26130,8,48,2,1 day/week,Yes,2026
Kerala,Gardener,Highly Skilled,1015,26390,8,48,2,1 day/week,Yes,2026
Telangana,Gardener,Highly Skilled,1025,26650,8,48,2,1 day/week,Yes,2026
Maharashtra,Gardener,Highly Skilled,1035,26910,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Gardener,Highly Skilled,1045,27170,8,48,2,1 day/week,Yes,2026
Gujarat,Gardener,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Rajasthan,Gardener,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Delhi,Gardener,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
West Bengal,Gardener,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Watchman,Highly Skilled,1010,26260,8,48,2,1 day/week,Yes,2026
Karnataka,Watchman,Highly Skilled,1020,26520,8,48,2,1 day/week,Yes,2026
Kerala,Watchman,Highly Skilled,1030,26780,8,48,2,1 day/week,Yes,2026
Telangana,Watchman,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Maharashtra,Watchman,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Watchman,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Gujarat,Watchman,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Rajasthan,Watchman,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Delhi,Watchman,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
West Bengal,Watchman,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Mechanic,Highly Skilled,1025,26650,8,48,2,1 day/week,Yes,2026
Karnataka,Mechanic,Highly Skilled,1035,26910,8,48,2,1 day/week,Yes,2026
Kerala,Mechanic,Highly Skilled,1045,27170,8,48,2,1 day/week,Yes,2026
Telangana,Mechanic,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Maharashtra,Mechanic,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Mechanic,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Gujarat,Mechanic,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Rajasthan,Mechanic,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Delhi,Mechanic,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
West Bengal,Mechanic,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Cashier,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Karnataka,Cashier,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Kerala,Cashier,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Telangana,Cashier,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Maharashtra,Cashier,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Cashier,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Gujarat,Cashier,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Rajasthan,Cashier,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Delhi,Cashier,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
West Bengal,Cashier,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Retail Associate,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Karnataka,Retail Associate,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Kerala,Retail Associate,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Telangana,Retail Associate,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Maharashtra,Retail Associate,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Retail Associate,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
Gujarat,Retail Associate,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Rajasthan,Retail Associate,Highly Skilled,1125,29250,8,48,2,1 day/week,Yes,2026
Delhi,Retail Associate,Highly Skilled,1135,29510,8,48,2,1 day/week,Yes,2026
West Bengal,Retail Associate,Highly Skilled,1145,29770,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Tailor,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Karnataka,Tailor,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Kerala,Tailor,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Telangana,Tailor,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Maharashtra,Tailor,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Tailor,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
Gujarat,Tailor,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Rajasthan,Tailor,Highly Skilled,1140,29640,8,48,2,1 day/week,Yes,2026
Delhi,Tailor,Highly Skilled,1150,29900,8,48,2,1 day/week,Yes,2026
West Bengal,Tailor,Highly Skilled,1160,30160,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Loader,Highly Skilled,980,25480,8,48,2,1 day/week,Yes,2026
Karnataka,Loader,Highly Skilled,990,25740,8,48,2,1 day/week,Yes,2026
Kerala,Loader,Highly Skilled,1000,26000,8,48,2,1 day/week,Yes,2026
Telangana,Loader,Highly Skilled,1010,26260,8,48,2,1 day/week,Yes,2026
Maharashtra,Loader,Highly Skilled,1020,26520,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Loader,Highly Skilled,1030,26780,8,48,2,1 day/week,Yes,2026
Gujarat,Loader,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Rajasthan,Loader,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Delhi,Loader,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
West Bengal,Loader,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Technician,Highly Skilled,995,25870,8,48,2,1 day/week,Yes,2026
Karnataka,Technician,Highly Skilled,1005,26130,8,48,2,1 day/week,Yes,2026
Kerala,Technician,Highly Skilled,1015,26390,8,48,2,1 day/week,Yes,2026
Telangana,Technician,Highly Skilled,1025,26650,8,48,2,1 day/week,Yes,2026
Maharashtra,Technician,Highly Skilled,1035,26910,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Technician,Highly Skilled,1045,27170,8,48,2,1 day/week,Yes,2026
Gujarat,Technician,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Rajasthan,Technician,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Delhi,Technician,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
West Bengal,Technician,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Fitter,Highly Skilled,1010,26260,8,48,2,1 day/week,Yes,2026
Karnataka,Fitter,Highly Skilled,1020,26520,8,48,2,1 day/week,Yes,2026
Kerala,Fitter,Highly Skilled,1030,26780,8,48,2,1 day/week,Yes,2026
Telangana,Fitter,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Maharashtra,Fitter,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Fitter,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Gujarat,Fitter,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Rajasthan,Fitter,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Delhi,Fitter,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
West Bengal,Fitter,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Assembler,Highly Skilled,1025,26650,8,48,2,1 day/week,Yes,2026
Karnataka,Assembler,Highly Skilled,1035,26910,8,48,2,1 day/week,Yes,2026
Kerala,Assembler,Highly Skilled,1045,27170,8,48,2,1 day/week,Yes,2026
Telangana,Assembler,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Maharashtra,Assembler,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Assembler,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Gujarat,Assembler,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Rajasthan,Assembler,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Delhi,Assembler,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
West Bengal,Assembler,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Quality Inspector,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Karnataka,Quality Inspector,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Kerala,Quality Inspector,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Telangana,Quality Inspector,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Maharashtra,Quality Inspector,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Quality Inspector,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Gujarat,Quality Inspector,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Rajasthan,Quality Inspector,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Delhi,Quality Inspector,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
West Bengal,Quality Inspector,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Forklift Operator,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Karnataka,Forklift Operator,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Kerala,Forklift Operator,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Telangana,Forklift Operator,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Maharashtra,Forklift Operator,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Forklift Operator,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
Gujarat,Forklift Operator,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Rajasthan,Forklift Operator,Highly Skilled,1125,29250,8,48,2,1 day/week,Yes,2026
Delhi,Forklift Operator,Highly Skilled,1135,29510,8,48,2,1 day/week,Yes,2026
West Bengal,Forklift Operator,Highly Skilled,1145,29770,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Supervisor,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Karnataka,Supervisor,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Kerala,Supervisor,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Telangana,Supervisor,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Maharashtra,Supervisor,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Supervisor,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
Gujarat,Supervisor,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Rajasthan,Supervisor,Highly Skilled,1140,29640,8,48,2,1 day/week,Yes,2026
Delhi,Supervisor,Highly Skilled,1150,29900,8,48,2,1 day/week,Yes,2026
West Bengal,Supervisor,Highly Skilled,1160,30160,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Office Boy,Highly Skilled,980,25480,8,48,2,1 day/week,Yes,2026
Karnataka,Office Boy,Highly Skilled,990,25740,8,48,2,1 day/week,Yes,2026
Kerala,Office Boy,Highly Skilled,1000,26000,8,48,2,1 day/week,Yes,2026
Telangana,Office Boy,Highly Skilled,1010,26260,8,48,2,1 day/week,Yes,2026
Maharashtra,Office Boy,Highly Skilled,1020,26520,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Office Boy,Highly Skilled,1030,26780,8,48,2,1 day/week,Yes,2026
Gujarat,Office Boy,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Rajasthan,Office Boy,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Delhi,Office Boy,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
West Bengal,Office Boy,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Janitor,Highly Skilled,995,25870,8,48,2,1 day/week,Yes,2026
Karnataka,Janitor,Highly Skilled,1005,26130,8,48,2,1 day/week,Yes,2026
Kerala,Janitor,Highly Skilled,1015,26390,8,48,2,1 day/week,Yes,2026
Telangana,Janitor,Highly Skilled,1025,26650,8,48,2,1 day/week,Yes,2026
Maharashtra,Janitor,Highly Skilled,1035,26910,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Janitor,Highly Skilled,1045,27170,8,48,2,1 day/week,Yes,2026
Gujarat,Janitor,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Rajasthan,Janitor,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Delhi,Janitor,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
West Bengal,Janitor,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Lab Assistant,Highly Skilled,1010,26260,8,48,2,1 day/week,Yes,2026
Karnataka,Lab Assistant,Highly Skilled,1020,26520,8,48,2,1 day/week,Yes,2026
Kerala,Lab Assistant,Highly Skilled,1030,26780,8,48,2,1 day/week,Yes,2026
Telangana,Lab Assistant,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Maharashtra,Lab Assistant,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Lab Assistant,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Gujarat,Lab Assistant,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Rajasthan,Lab Assistant,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Delhi,Lab Assistant,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
West Bengal,Lab Assistant,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Nurse Assistant,Highly Skilled,1025,26650,8,48,2,1 day/week,Yes,2026
Karnataka,Nurse Assistant,Highly Skilled,1035,26910,8,48,2,1 day/week,Yes,2026
Kerala,Nurse Assistant,Highly Skilled,1045,27170,8,48,2,1 day/week,Yes,2026
Telangana,Nurse Assistant,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Maharashtra,Nurse Assistant,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Nurse Assistant,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Gujarat,Nurse Assistant,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Rajasthan,Nurse Assistant,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Delhi,Nurse Assistant,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
West Bengal,Nurse Assistant,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Caregiver,Highly Skilled,1040,27040,8,48,2,1 day/week,Yes,2026
Karnataka,Caregiver,Highly Skilled,1050,27300,8,48,2,1 day/week,Yes,2026
Kerala,Caregiver,Highly Skilled,1060,27560,8,48,2,1 day/week,Yes,2026
Telangana,Caregiver,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
Maharashtra,Caregiver,Highly Skilled,1080,28080,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Caregiver,Highly Skilled,1090,28340,8,48,2,1 day/week,Yes,2026
Gujarat,Caregiver,Highly Skilled,1100,28600,8,48,2,1 day/week,Yes,2026
Rajasthan,Caregiver,Highly Skilled,1110,28860,8,48,2,1 day/week,Yes,2026
Delhi,Caregiver,Highly Skilled,1120,29120,8,48,2,1 day/week,Yes,2026
West Bengal,Caregiver,Highly Skilled,1130,29380,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Farm Worker,Highly Skilled,1055,27430,8,48,2,1 day/week,Yes,2026
Karnataka,Farm Worker,Highly Skilled,1065,27690,8,48,2,1 day/week,Yes,2026
Kerala,Farm Worker,Highly Skilled,1075,27950,8,48,2,1 day/week,Yes,2026
Telangana,Farm Worker,Highly Skilled,1085,28210,8,48,2,1 day/week,Yes,2026
Maharashtra,Farm Worker,Highly Skilled,1095,28470,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Farm Worker,Highly Skilled,1105,28730,8,48,2,1 day/week,Yes,2026
Gujarat,Farm Worker,Highly Skilled,1115,28990,8,48,2,1 day/week,Yes,2026
Rajasthan,Farm Worker,Highly Skilled,1125,29250,8,48,2,1 day/week,Yes,2026
Delhi,Farm Worker,Highly Skilled,1135,29510,8,48,2,1 day/week,Yes,2026
West Bengal,Farm Worker,Highly Skilled,1145,29770,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Textile Worker,Highly Skilled,1070,27820,8,48,2,1 day/week,Yes,2026
